gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	countryCode	stateProvince	county	municipality	locality	verbatimLocality	verbatimElevation	verticalDatum	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks	datasetKey	publishingCountry	lastInterpreted	elevation	elevationAccuracy	depth	depthAccuracy	distanceFromCentroidInMeters	issue	mediaType	hasCoordinate	hasGeospatialIssues	taxonKey	acceptedTaxonKey	kingdomKey	phylumKey	classKey	orderKey	familyKey	genusKey	subgenusKey	speciesKey	species	acceptedScientificName	verbatimScientificName	typifiedName	protocol	lastParsed	lastCrawled	repatriated	relativeOrganismQuantity	projectId	isSequenced	gbifRegion	publishedByGbifRegion	level0Gid	level0Name	level1Gid	level1Name	level2Gid	level2Name	level3Gid	level3Name	iucnRedListCategory
439423895				CC_BY_4_0	2015-09-04T08:59:27Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04144491	P04144491																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:38.946Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:33:38.946Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423894				CC_BY_4_0	2015-09-04T08:59:27Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04144492	P04144492																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:40.607Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:33:40.607Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423893				CC_BY_4_0	2015-09-04T08:54:43Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04154997	P04154997																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:24.566Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:32:24.566Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423892				CC_BY_4_0	2017-10-25T16:11:57Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p03011997	P03011997																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:28.077Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:33:28.077Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423891				CC_BY_4_0	2015-09-04T08:53:14Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p03022501	P03022501																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:15.897Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:32:15.897Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423890				CC_BY_4_0	2015-09-04T08:53:14Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p03022503	P03022503																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:13.079Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:32:13.079Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423889				CC_BY_4_0	2019-01-21T15:08:37Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p03022504	P03022504																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:15.369Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:32:15.369Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423888				CC_BY_4_0	2015-09-04T08:55:56Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04152445	P04152445																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:39.835Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:33:39.835Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423887				CC_BY_4_0	2015-09-04T09:01:46Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p02973658	P02973658																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:31.818Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:33:31.818Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423886				CC_BY_4_0	2015-09-04T09:02:26Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p02973864	P02973864																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:29.160Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:33:29.160Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423885				CC_BY_4_0	2015-09-04T09:05:09Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04192673	P04192673																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:39.902Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:33:39.902Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423884				CC_BY_4_0	2015-09-04T09:07:40Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04162354	P04162354																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:26.290Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:32:26.290Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423883				CC_BY_4_0	2015-09-04T09:07:40Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04162360	P04162360																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:24.543Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:32:24.543Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423882				CC_BY_4_0	2015-09-04T09:11:17Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04168147	P04168147																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:42.084Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:33:42.084Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423881				CC_BY_4_0	2015-09-04T09:09:20Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04192006	P04192006																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:40.879Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:33:40.879Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423880				CC_BY_4_0	2015-09-04T08:54:43Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04155625	P04155625																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:24.526Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:32:24.526Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423879				CC_BY_4_0	2015-09-04T08:59:27Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04144487	P04144487																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:43.614Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:33:43.614Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423878				CC_BY_4_0	2015-09-04T04:21:51Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p03210150	P03210150																	PRESENT	hb																																																																																																												Rosa dumetorum Thuill.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			dumetorum			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:15.318Z							StillImage	false	false	8250315	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa dumetorum Thuill.		EML	2024-10-30T17:32:15.318Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423305				CC_BY_4_0	2017-10-20T15:28:54Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04182440	P04182440																	PRESENT	hb																																																																																																												Rosa corymbifera Borkh.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			corymbifera			SPECIES				ACCEPTED			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:40.211Z							StillImage	false	false	3007783	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa corymbifera Borkh.		EML	2024-10-30T17:33:40.211Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423304				CC_BY_4_0	2017-10-25T16:23:54Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04193665	P04193665																	PRESENT	hb																																																																																																												Rosa corymbifera Borkh.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			corymbifera			SPECIES				ACCEPTED			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:28.260Z							StillImage	false	false	3007783	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa corymbifera Borkh.		EML	2024-10-30T17:32:28.260Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439423303				CC_BY_4_0	2015-09-04T08:59:02Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p02974617	P02974617																	PRESENT	hb																																																																																																												Rosa corymbifera Borkh.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			corymbifera			SPECIES				ACCEPTED			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:29.798Z							StillImage	false	false	3007783	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa corymbifera Borkh.		EML	2024-10-30T17:33:29.798Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439280200				CC_BY_4_0	2017-10-20T15:47:08Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p03209697	P03209697																	PRESENT	hb																																																																																																												Rosa imitata Déségl.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			imitata			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:15.019Z							StillImage	false	false	3010638	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa imitata Déségl.		EML	2024-10-30T17:32:15.019Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439280181				CC_BY_4_0	2017-10-25T16:07:20Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p03210307	P03210307																	PRESENT	hb																																																																																																												Rosa platyphylla A.Rau								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			platyphylla			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:16.464Z							StillImage	false	false	7746172	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa platyphylla A.Rau		EML	2024-10-30T17:32:16.464Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439280165				CC_BY_4_0	2017-10-20T15:47:08Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p03209709	P03209709																	PRESENT	hb																																																																																																												Rosa imitata Déségl.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			imitata			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:19.192Z							StillImage	false	false	3010638	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa imitata Déségl.		EML	2024-10-30T17:32:19.192Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439278862				CC_BY_4_0	2017-06-20T15:10:05Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04159580	P04159580																	PRESENT	hb																																																																																																												Rosa hemitricha Ripart ex Déségl.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			hemitricha			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:39.687Z							StillImage	false	false	8352952	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa hemitricha Ripart ex Déségl.		EML	2024-10-30T17:33:39.687Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439276715				CC_BY_4_0	2017-10-25T12:02:37Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p02974014	P02974014																	PRESENT	hb																																																																																																												Rosa imitata Déségl.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			imitata			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:12.664Z							StillImage	false	false	3010638	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa imitata Déségl.		EML	2024-10-30T17:32:12.664Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439276488				CC_BY_4_0	2017-06-20T15:10:05Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04159582	P04159582																	PRESENT	hb																																																																																																												Rosa hemitricha Ripart ex Déségl.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			hemitricha			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:28.085Z							StillImage	false	false	8352952	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa hemitricha Ripart ex Déségl.		EML	2024-10-30T17:32:28.085Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439276487				CC_BY_4_0	2017-06-20T15:10:05Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04159578	P04159578																	PRESENT	hb																																																																																																												Rosa hemitricha Ripart ex Déségl.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			hemitricha			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:39.035Z							StillImage	false	false	8352952	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa hemitricha Ripart ex Déségl.		EML	2024-10-30T17:33:39.035Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439276392				CC_BY_4_0	2015-09-04T08:53:31Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p03022581	P03022581																	PRESENT	hb																																																																																																												Rosa imitata Déségl.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			imitata			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:13.956Z							StillImage	false	false	3010638	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa imitata Déségl.		EML	2024-10-30T17:32:13.956Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439276391				CC_BY_4_0	2017-10-20T15:47:08Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p03022580	P03022580																	PRESENT	hb																																																																																																												Rosa imitata Déségl.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			imitata			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:13.257Z							StillImage	false	false	3010638	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa imitata Déségl.		EML	2024-10-30T17:32:13.257Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439276224				CC_BY_4_0	2017-10-26T11:34:21Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04155667	P04155667																	PRESENT	hb																																																																																																												Rosa sphaeroidea Ripart ex Déségl.								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			sphaeroidea			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:32:24.655Z							StillImage	false	false	8233446	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa sphaeroidea Ripart ex Déségl.		EML	2024-10-30T17:32:24.655Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
439276177				CC_BY_4_0	2017-10-20T11:51:13Z					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PRESERVED_SPECIMEN				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04152635	P04152635																	PRESENT	hb																																																																																																												Rosa platyphylla A.Rau								Plantae	Tracheophyta	Magnoliopsida	Rosales		Rosaceae				Rosa	Rosa			platyphylla			SPECIES				SYNONYM			b5cdf794-8fa4-4a85-8b26-755d087bf531	FR	2024-10-30T17:33:43.654Z							StillImage	false	false	7746172	3007783	6	7707728	220	691	5015	8395064		3007783	Rosa corymbifera	Rosa corymbifera Borkh.	Rosa platyphylla A.Rau		EML	2024-10-30T17:33:43.654Z	2024-10-30T15:59:08.029Z				false		EUROPE									NE
