gbifID	accessRights	bibliographicCitation	language	license	modified	publisher	references	rightsHolder	type	institutionID	collectionID	datasetID	institutionCode	collectionCode	datasetName	ownerInstitutionCode	basisOfRecord	informationWithheld	dataGeneralizations	dynamicProperties	occurrenceID	catalogNumber	recordNumber	recordedBy	recordedByID	individualCount	organismQuantity	organismQuantityType	sex	lifeStage	reproductiveCondition	caste	behavior	vitality	establishmentMeans	degreeOfEstablishment	pathway	georeferenceVerificationStatus	occurrenceStatus	preparations	disposition	associatedMedia	associatedOccurrences	associatedReferences	associatedSequences	associatedTaxa	otherCatalogNumbers	occurrenceRemarks	organismID	organismName	organismScope	associatedOrganisms	previousIdentifications	organismRemarks	materialEntityID	materialEntityRemarks	verbatimLabel	materialSampleID	eventID	parentEventID	eventType	fieldNumber	eventDate	eventTime	startDayOfYear	endDayOfYear	year	month	day	verbatimEventDate	habitat	samplingProtocol	sampleSizeValue	sampleSizeUnit	samplingEffort	fieldNotes	eventRemarks	locationID	higherGeographyID	higherGeography	continent	waterBody	islandGroup	island	country	countryCode	stateProvince	county	municipality	locality	verbatimLocality	minimumElevationInMeters	maximumElevationInMeters	verbatimElevation	verticalDatum	minimumDepthInMeters	maximumDepthInMeters	verbatimDepth	minimumDistanceAboveSurfaceInMeters	maximumDistanceAboveSurfaceInMeters	locationAccordingTo	locationRemarks	decimalLatitude	decimalLongitude	geodeticDatum	coordinateUncertaintyInMeters	coordinatePrecision	pointRadiusSpatialFit	verbatimCoordinates	verbatimLatitude	verbatimLongitude	verbatimCoordinateSystem	verbatimSRS	footprintWKT	footprintSRS	footprintSpatialFit	georeferencedBy	georeferencedDate	georeferenceProtocol	georeferenceSources	georeferenceRemarks	geologicalContextID	earliestEonOrLowestEonothem	latestEonOrHighestEonothem	earliestEraOrLowestErathem	latestEraOrHighestErathem	earliestPeriodOrLowestSystem	latestPeriodOrHighestSystem	earliestEpochOrLowestSeries	latestEpochOrHighestSeries	earliestAgeOrLowestStage	latestAgeOrHighestStage	lowestBiostratigraphicZone	highestBiostratigraphicZone	lithostratigraphicTerms	group	formation	member	bed	identificationID	verbatimIdentification	identificationQualifier	typeStatus	identifiedBy	identifiedByID	dateIdentified	identificationReferences	identificationVerificationStatus	identificationRemarks	taxonID	scientificNameID	acceptedNameUsageID	parentNameUsageID	originalNameUsageID	nameAccordingToID	namePublishedInID	taxonConceptID	scientificName	acceptedNameUsage	parentNameUsage	originalNameUsage	nameAccordingTo	namePublishedIn	namePublishedInYear	higherClassification	kingdom	phylum	class	order	superfamily	family	subfamily	tribe	subtribe	genus	genericName	subgenus	infragenericEpithet	specificEpithet	infraspecificEpithet	cultivarEpithet	taxonRank	verbatimTaxonRank	scientificNameAuthorship	vernacularName	nomenclaturalCode	taxonomicStatus	nomenclaturalStatus	taxonRemarks
442654133					2023-03-13 09:22:18.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202654	P04202654																		hb																																																																																																																						Rosa platyphylloides Déségl. & Ripart													Rosaceae				Rosa									Déségl. & Ripart					
442653562					2015-09-04 09:12:59.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202096	P04202096																		hb																																																																																																																						Rosa uncinella Besser													Rosaceae				Rosa									Besser					
442653535					2015-09-04 09:15:48.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04340778	P04340778																		hb																																																																																																																						Rosa opaca Gren.													Rosaceae				Rosa									Gren.					
442653534					2015-09-04 09:15:49.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04340784	P04340784																		hb																																																																																																																						Rosa opaca Gren.													Rosaceae				Rosa									Gren.					
442651946					2015-09-04 09:14:34.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202356	P04202356																		hb																																																																																																																						Rosa deseglisei Boreau													Rosaceae				Rosa									Boreau					
442651854					2015-09-04 09:13:17.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174560	P04174560																		hb																																																																																																																						Rosa corymbifera Borkh.													Rosaceae				Rosa									Borkh.					
442651853					2015-09-04 09:13:17.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174561	P04174561																		hb																																																																																																																						Rosa corymbifera Borkh.													Rosaceae				Rosa									Borkh.					
442651852					2015-09-04 09:12:27.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174397	P04174397																		hb																																																																																																																						Rosa corymbifera Borkh.													Rosaceae				Rosa									Borkh.					
442649451					2015-09-04 09:11:59.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04170443	P04170443																		hb																																																																																																																						Rosa platyphylla A.Rau													Rosaceae				Rosa									A.Rau					
442649088					2015-09-04 09:18:30.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201853	P04201853																		hb																																																																																																																						Rosa platyphylla A.Rau													Rosaceae				Rosa									A.Rau					
442649031					2015-09-04 09:15:23.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202503	P04202503																		hb																																																																																																																						Rosa platyphylla A.Rau													Rosaceae				Rosa									A.Rau					
442647665					2017-10-20 15:47:08.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04170554	P04170554																		hb																																																																																																																						Rosa burnatii (H.Christ) Burnat & Gremli													Rosaceae				Rosa									(H.Christ) Burnat & Gremli					
442646800					2015-09-04 09:16:54.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201578	P04201578																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442646594					2015-09-04 09:20:04.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04344822	P04344822																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442646567					2015-09-04 09:12:13.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202713	P04202713																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442646540					2015-09-04 09:12:02.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174389	P04174389																		hb																																																																																																																						Rosa obscura Puget ex Déségl.													Rosaceae				Rosa									Puget ex Déségl.					
442645393					2017-06-20 15:02:51.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174836	P04174836																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442645392					2023-02-15 14:38:20.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202276	P04202276																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442645391					2015-09-04 09:14:58.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202459	P04202459																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442645390					2017-06-20 15:22:24.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04175705	P04175705																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442645372					2023-03-13 07:40:58.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04342921	P04342921																		hb																																																																																																																						Rosa semiglabra Ripart													Rosaceae				Rosa									Ripart					
442644725					2017-10-20 15:31:19.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201804	P04201804																		hb																																																																																																																						Rosa frutetorum Besser													Rosaceae				Rosa									Besser					
442644117					2015-09-04 09:15:54.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04325268	P04325268																		hb																																																																																																																						Rosa uncinella Besser													Rosaceae				Rosa									Besser					
442642452					2015-09-04 09:15:47.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04175832	P04175832																		hb																																																																																																																						Rosa deseglisei Boreau													Rosaceae				Rosa									Boreau					
442639685					2017-10-25 16:07:20.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201852	P04201852																		hb																																																																																																																						Rosa platyphylla A.Rau													Rosaceae				Rosa									A.Rau					
442639650					2015-09-04 09:16:16.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04324747	P04324747																		hb																																																																																																																						Rosa platyphylla A.Rau													Rosaceae				Rosa									A.Rau					
442639446					2015-09-04 09:14:50.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174864	P04174864																		hb																																																																																																																						Rosa buziae Borbás													Rosaceae				Rosa									Borbás					
442636743					2015-09-04 09:16:54.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201576	P04201576																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442636475					2015-09-04 09:16:54.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201575	P04201575																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442636473					2015-09-04 09:16:53.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201561	P04201561																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442636237					2017-10-25 12:04:14.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04173452	P04173452																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442636233					2017-10-25 15:48:51.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04173406	P04173406																		hb																																																																																																																						Rosa pyriformis Déségl.													Rosaceae				Rosa									Déségl.					
442636181					2023-02-15 14:38:20.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04342897	P04342897																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442635667					2015-09-04 09:15:55.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04325323	P04325323																		hb																																																																																																																						Rosa incanescens H.Braun													Rosaceae				Rosa									H.Braun					
442635367					2015-09-04 09:16:32.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201540	P04201540																		hb																																																																																																																						Rosa sphaeroidea Ripart ex Déségl.													Rosaceae				Rosa									Ripart ex Déségl.					
442635354					2015-09-04 09:14:35.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202390	P04202390																		hb																																																																																																																						Rosa forsteri Sm.													Rosaceae				Rosa									Sm.					
442635083					2023-02-15 14:38:20.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202274	P04202274																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442635082					2015-09-04 09:28:56.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04363723	P04363723																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442634327					2015-09-04 09:12:10.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202653	P04202653																		hb																																																																																																																						Rosa platyphylloides Déségl. & Ripart													Rosaceae				Rosa									Déségl. & Ripart					
442633761					2015-09-04 09:16:15.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04324724	P04324724																		hb																																																																																																																						Rosa uncinella Besser													Rosaceae				Rosa									Besser					
442632124					2023-02-04 06:53:38.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201880	P04201880																		hb																																																																																																																						Rosa deseglisei Boreau													Rosaceae				Rosa									Boreau					
442632009					2017-06-20 15:26:21.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174804	P04174804																		hb																																																																																																																						Rosa corymbifera Borkh.													Rosaceae				Rosa									Borkh.					
442629453					2017-10-26 15:12:24.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174885	P04174885																		hb																																																																																																																						Rosa subglabra (Borbas) Heinr.Braun													Rosaceae				Rosa									(Borbas) Heinr.Braun					
442626240					2015-09-04 09:16:53.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201558	P04201558																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442626207					2015-09-04 09:14:34.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202355	P04202355																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442626186					2015-09-04 09:20:59.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04198661	P04198661																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442625972					2015-09-04 09:16:54.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201572	P04201572																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442625971					2015-09-04 09:16:53.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201565	P04201565																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442625847					2017-10-26 15:37:10.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201866	P04201866																		hb																																																																																																																						Rosa pyriformis Déségl.													Rosaceae				Rosa									Déségl.					
442625721					2015-09-04 09:11:30.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04169449	P04169449																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442624637					2015-09-04 09:11:20.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04173665	P04173665																		hb																																																																																																																						Rosa segobricensis Pau													Rosaceae				Rosa									Pau					
442624624					2023-02-15 14:38:20.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202277	P04202277																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442624623					2023-02-15 14:38:20.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202279	P04202279																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442624622					2015-09-04 09:17:59.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04340507	P04340507																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442624621					2015-09-04 09:12:37.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202089	P04202089																		hb																																																																																																																						Rosa vaulxiana Moutin													Rosaceae				Rosa									Moutin					
442623923					2015-09-04 09:14:34.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202367	P04202367																		hb																																																																																																																						Rosa globata Déségl.													Rosaceae				Rosa									Déségl.					
442623879					2015-09-04 09:38:40.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04353332	P04353332																		hb																																																																																																																						Rosa platyphylloides Déségl. & Ripart													Rosaceae				Rosa									Déségl. & Ripart					
442623345					2017-03-24 11:30:15.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174681	P04174681																		hb																																																																																																																						Rosa uncinella Besser													Rosaceae				Rosa									Besser					
442623344					2015-09-04 09:15:54.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04325267	P04325267																		hb																																																																																																																						Rosa uncinella Besser													Rosaceae				Rosa									Besser					
442621595					2017-10-26 11:34:21.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174398	P04174398																		hb																																																																																																																						Rosa corymbifera Borkh.													Rosaceae				Rosa									Borkh.					
442618772					2017-06-20 15:18:11.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04340812	P04340812																		hb																																																																																																																						Rosa platyphylla A.Rau													Rosaceae				Rosa									A.Rau					
442618617					2015-09-04 09:12:26.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04170555	P04170555																		hb																																																																																																																						Rosa imitata Déségl.													Rosaceae				Rosa									Déségl.					
442616464					2015-09-04 09:16:48.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04171761	P04171761																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442616451					2015-09-04 09:17:14.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04171847	P04171847																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442615688					2017-10-20 11:49:44.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201610	P04201610																		hb																																																																																																																						Rosa incanescens H.Braun													Rosaceae				Rosa									H.Braun					
442615384					2015-09-04 09:17:14.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04171850	P04171850																		hb																																																																																																																						Rosa forsteri Sm.													Rosaceae				Rosa									Sm.					
442615383					2015-09-04 09:17:14.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04171849	P04171849																		hb																																																																																																																						Rosa forsteri Sm.													Rosaceae				Rosa									Sm.					
442615148					2015-09-04 09:11:53.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04342898	P04342898																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442615132					2015-09-04 09:14:50.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174845	P04174845																		hb																																																																																																																						Rosa semiglabra Ripart													Rosaceae				Rosa									Ripart					
442614452					2017-10-25 16:11:57.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174834	P04174834																		hb																																																																																																																						Rosa globata Déségl.													Rosaceae				Rosa									Déségl.					
442614407					2015-09-04 09:38:40.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04353331	P04353331																		hb																																																																																																																						Rosa platyphylloides Déségl. & Ripart													Rosaceae				Rosa									Déségl. & Ripart					
442612121					2015-09-04 09:14:34.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202357	P04202357																		hb																																																																																																																						Rosa deseglisei Boreau													Rosaceae				Rosa									Boreau					
442612120					2015-09-04 09:18:52.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201879	P04201879																		hb																																																																																																																						Rosa deseglisei Boreau													Rosaceae				Rosa									Boreau					
442607259					2023-03-13 07:25:49.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04174353	P04174353																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442607009					2015-09-04 09:16:53.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201564	P04201564																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442607008					2015-09-04 09:16:53.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201563	P04201563																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442607007					2015-09-04 09:16:53.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201559	P04201559																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442606882					2017-10-20 15:33:24.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04340798	P04340798																		hb																																																																																																																						Rosa obscura Puget ex Déségl.													Rosaceae				Rosa									Puget ex Déségl.					
442606796					2017-10-20 15:58:10.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04344990	P04344990																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442606773					2015-09-04 09:12:13.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202710	P04202710																		hb																																																																																																																						Rosa dumetorum Thuill.													Rosaceae				Rosa									Thuill.					
442605908					2019-01-21 15:15:05.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201592	P04201592																		hb																																																																																																																						Rosa sphaeroidea Ripart ex Déségl.													Rosaceae				Rosa									Ripart ex Déségl.					
442605613					2015-09-04 09:16:54.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04201569	P04201569																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442605612					2017-10-25 14:24:56.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202506	P04202506																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442605611					2023-02-15 14:38:20.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04202272	P04202272																		hb																																																																																																																						Rosa urbica Léman													Rosaceae				Rosa									Léman					
442604830					2015-09-04 09:12:01.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04170514	P04170514																		hb																																																																																																																						Rosa trichoidea Ripart ex Déségl.													Rosaceae				Rosa									Ripart ex Déségl.					
442604823					2015-09-04 09:38:40.0					http://grbio.org/institution/museum-national-dhistoire-naturelle			MNHN	P			PreservedSpecimen				http://coldb.mnhn.fr/catalognumber/mnhn/p/p04353333	P04353333																		hb																																																																																																																						Rosa platyphylloides Déségl. & Ripart													Rosaceae				Rosa									Déségl. & Ripart					
